Calls,Cost,Prior Purchases,Importance,Discount,Weight (gram),Late
4,209,4,1,1,5057,0
4,193,3,0,5,5090,1
4,144,2,0,5,4380,1
4,192,3,0,3,4130,1
2,247,4,0,5,5725,0
3,199,4,1,6,5207,0
6,273,5,1,10,5756,1
3,232,4,0,4,4662,1
3,214,3,0,6,5319,0
5,156,2,0,10,5086,0
4,200,3,1,5,5108,0
3,196,3,1,9,4741,1
5,189,3,1,7,5830,1
5,266,2,0,3,4030,0
4,198,2,1,2,5725,1
4,144,2,0,2,4978,0
4,217,5,1,6,5891,1
5,169,4,1,4,4541,0
3,153,4,1,1,4608,0
4,152,2,1,5,5324,0
5,245,5,1,4,4627,0
4,237,3,0,2,5277,0
4,266,2,0,8,5516,0
4,216,4,1,1,4458,1
3,186,3,1,4,5501,1
5,280,4,1,4,5192,0
4,229,2,1,1,4869,0
3,225,3,0,3,5529,0
3,149,3,0,7,4357,0
5,200,3,0,6,4401,1
4,246,3,0,1,5815,1
3,150,2,0,1,4742,0
3,175,3,1,9,5797,0
3,141,3,1,10,5775,0
3,102,3,1,9,4111,0
3,209,3,0,8,4367,0
4,287,6,1,6,5282,0
3,212,2,0,3,5761,1
3,205,3,2,1,5407,0
3,180,2,2,10,4200,0
5,229,3,0,1,5660,0
2,182,3,2,6,4112,1
4,183,3,1,4,4789,0
3,212,3,1,10,5759,0
4,235,6,1,2,4689,0
5,210,4,1,9,5081,1
5,111,4,1,7,4424,0
5,270,4,1,7,5149,0
4,135,2,0,4,4684,0
3,143,3,0,10,5021,0
4,216,2,0,5,5059,0
5,136,3,0,10,5308,0
3,145,3,0,10,5696,0
5,142,4,1,4,5116,1
4,175,3,1,7,4874,1
3,183,2,0,5,5329,1
3,191,5,1,2,4956,1
3,247,3,0,9,4157,0
3,170,2,0,2,5662,1
3,275,2,0,5,5393,1
4,147,4,0,8,5882,0
4,188,3,0,6,4174,1
5,248,2,0,4,5587,0
3,245,2,0,8,4594,1
4,164,3,2,3,4454,0
4,260,3,1,3,4661,1
4,149,2,1,9,4605,0
3,174,3,0,3,4132,0
4,242,2,0,1,5682,1
4,134,3,1,7,4933,1
4,189,3,1,3,5193,0
6,263,7,2,7,5216,1
5,280,3,2,8,5858,1
4,258,7,1,3,4538,1
4,179,3,2,1,5242,1
5,250,4,1,10,5306,1
4,212,2,1,5,4774,1
4,236,3,0,4,4257,1
3,239,8,2,6,5023,1
6,305,4,0,3,1276,0
6,309,4,0,5,1712,0
6,266,4,1,8,1983,1
4,233,4,0,6,1495,0
5,287,4,0,4,1509,1
6,268,4,0,7,1274,0
6,290,4,1,10,1366,0
7,291,4,2,6,1135,0
5,227,5,1,3,1687,0
4,175,3,1,5,4194,0
3,183,2,0,6,5015,0
3,191,5,1,4,4243,1
3,247,3,0,10,5749,1
3,170,2,0,2,4214,1
3,275,2,0,7,4619,0
4,147,4,0,7,4865,0
4,188,3,0,4,4632,0
5,248,2,0,6,5281,0
3,245,2,0,4,4719,1
4,164,3,2,7,4657,0
4,260,3,1,9,5886,1
4,149,2,1,8,5460,1
3,174,3,0,7,4318,1
4,242,2,0,2,5825,0
4,134,3,1,4,5423,0
4,189,3,1,4,4410,0
6,263,7,2,9,5991,1
5,280,3,2,2,5273,0
4,258,7,1,8,5069,0
4,179,3,2,5,4129,0
5,250,4,1,4,4531,0
4,212,2,1,7,5864,0
4,236,3,0,10,4347,1
3,239,8,2,4,4192,0
6,305,4,0,7,1172,1
6,309,4,0,6,1866,1
6,266,4,1,2,1862,1
4,233,4,0,7,1861,0
5,287,4,0,4,1579,0
6,268,4,0,2,1324,0
6,290,4,1,6,1505,1
7,244,5,1,10,1913,1
6,245,4,0,2,1158,1
5,219,5,0,5,1867,0
6,257,4,0,4,1358,1
6,250,4,0,2,1783,1
6,249,4,1,2,1189,1
5,259,5,0,2,1627,1
6,266,4,0,3,1503,1
6,244,4,1,4,1648,1
4,239,6,0,7,1934,0
4,270,5,0,6,1520,0
6,270,4,0,10,1199,1
6,257,4,1,1,1957,1
4,243,5,1,4,1633,1
5,264,6,1,10,1659,1
5,224,6,0,6,1049,1
6,304,4,0,8,1755,1
4,243,5,1,8,1922,0
6,272,4,0,5,1355,1
5,269,5,0,4,1537,1
7,267,4,0,7,1384,0
6,251,4,0,2,1679,0
4,249,5,0,3,1012,1
7,284,4,0,6,1550,1
4,254,5,1,3,1880,1
6,269,4,0,5,1264,1
7,265,4,0,9,1393,0
5,220,6,1,6,1830,1
4,217,5,1,4,1503,0
7,285,4,1,2,1017,1
5,265,5,1,3,1514,1
5,240,5,1,1,1200,0
5,247,3,0,1,5226,0
5,179,6,1,8,4615,1
4,142,2,1,9,5425,1
4,207,5,2,6,4145,0
3,183,3,1,7,5849,1
4,167,2,1,2,5544,0
4,175,3,0,2,5208,0
3,183,2,0,8,5881,1
6,176,3,0,10,5307,0
3,187,3,0,7,5417,0
4,143,3,1,8,4142,1
4,136,3,0,7,5976,0
3,178,3,0,3,5396,1
4,208,2,1,6,4983,1
4,171,2,1,1,5635,0
2,197,4,0,5,4614,0
5,179,3,0,7,5814,0
6,197,5,1,4,5889,1
5,285,2,0,2,4505,1
6,141,5,0,9,5113,0
4,274,3,1,5,4773,0
5,287,3,1,3,4903,1
5,218,3,1,4,4198,1
3,213,3,2,6,5535,0
2,207,4,0,1,5742,0
5,273,4,0,7,4064,1
3,185,3,0,6,5995,1
3,192,3,0,4,5179,0
4,276,2,1,3,4306,1
5,229,2,1,1,5724,0
3,248,2,2,3,5287,1
3,267,3,2,2,5204,1
4,272,3,0,9,5458,0
3,153,3,0,8,5487,0
4,246,4,1,7,5056,1
3,261,4,0,9,4529,1
4,207,2,0,3,5270,1
3,133,3,1,8,4634,0
3,269,5,0,6,5932,1
4,251,3,2,8,5986,1
4,252,4,0,3,4956,1
3,135,2,0,4,5275,1
4,273,4,1,1,4585,0
4,168,3,0,3,4653,1
2,233,2,1,6,4758,0
3,133,2,0,3,4677,1
3,147,4,2,10,5164,1
5,249,6,0,8,5633,0
6,259,4,0,3,4117,1
4,194,3,0,10,5171,1
4,134,6,1,7,4881,1
3,98,3,0,5,4432,0
5,138,3,0,10,5612,1
5,193,5,2,4,5087,1
5,184,3,1,7,4742,0
4,172,3,1,7,5098,0
4,248,2,1,2,4701,1
2,114,5,2,5,5334,1
4,201,2,2,2,4657,0
3,206,4,1,2,4372,0
6,185,4,2,10,5254,1
5,272,3,2,5,4972,0
4,266,2,1,6,4286,1
3,203,2,0,9,5735,0
4,218,5,0,2,4823,1
2,279,3,0,8,4632,0
4,159,2,0,4,4648,1
5,138,3,0,5,5687,1
3,224,3,0,7,5896,0
3,269,3,0,4,4309,0
5,121,2,1,4,5231,1
4,134,2,0,2,4522,0
4,259,3,1,4,5344,1
4,206,2,2,8,4093,1
3,209,2,0,6,5701,1
3,145,3,1,1,5709,0
5,164,2,1,8,5717,0
3,133,3,1,6,5464,1
3,178,3,0,5,5686,0
4,175,2,0,3,4200,0
2,242,3,1,8,4898,0
4,202,3,0,8,4575,1
4,176,2,0,6,5149,1
4,203,4,0,1,5274,0
4,207,4,0,5,5008,1
4,268,3,1,1,4927,0
3,244,3,0,6,5109,0
3,134,3,0,10,4693,0
3,143,3,0,1,4392,1
3,246,3,0,2,5556,1
3,157,2,0,7,5228,0
3,169,3,0,10,5147,0
4,231,3,0,6,4449,1
3,262,5,1,1,5043,0
3,227,2,1,10,4290,0
5,162,4,1,7,5477,1
5,148,2,1,4,4812,0
3,138,2,1,8,4837,0
3,255,2,1,3,4824,0
3,218,3,0,2,5841,0
4,260,4,0,2,4091,1
4,142,2,0,5,5502,1
4,257,3,1,5,4180,0
4,252,3,0,1,4176,0
5,151,5,0,1,4122,0
4,190,5,0,8,4736,0
4,137,2,0,7,4068,0
4,164,2,0,7,5456,0
3,271,3,0,9,5328,0
3,162,2,2,1,4573,1
2,221,5,1,4,4034,1
5,202,3,0,3,4559,1
4,143,2,0,1,5836,0
3,254,3,0,6,4703,0
4,96,4,1,1,4984,1
3,199,5,1,10,4847,1
4,198,4,0,5,5182,0
4,257,3,0,2,5198,1
3,149,5,1,9,4310,0
5,193,4,1,10,5280,0
3,284,2,0,10,5619,0
4,205,4,1,5,5264,0
5,185,3,0,5,4520,1
5,268,3,2,10,4955,0
5,252,3,1,2,4339,0
4,196,2,0,5,5656,0
3,149,3,0,6,4654,0
5,154,2,1,3,4669,0
5,267,2,1,4,4053,0
3,208,2,1,5,5661,0
5,275,3,1,9,4287,1
4,272,2,0,1,5939,1
6,280,3,0,9,4074,1
6,202,3,0,5,4930,0
5,184,3,1,8,4581,0
5,244,5,1,7,5515,0
4,138,5,0,10,5401,0
4,109,2,1,4,5407,0
2,189,5,0,3,5292,0
3,170,3,0,9,4069,0
3,183,2,1,10,4598,0
3,263,6,2,3,4429,0
4,271,4,0,9,5853,1
6,202,4,1,3,4496,1
3,265,3,1,8,5070,0
4,220,3,1,6,4472,0
4,274,2,0,7,4873,1
4,212,2,1,10,4552,0
4,244,3,2,1,5559,1
4,252,3,1,4,5017,0
5,158,2,0,8,4743,0
2,286,6,1,5,5490,0
3,164,3,2,10,4639,1
4,170,6,1,6,4998,0
4,269,2,1,8,4930,0
4,238,2,0,2,4002,0
4,198,7,1,1,5315,0
4,184,8,0,7,5235,1
5,265,3,0,10,4347,1
3,204,10,1,10,4534,0
5,233,7,1,5,5759,1
4,134,3,0,8,5694,0
3,153,3,1,9,5474,0
2,241,3,1,3,4253,1
4,187,3,0,7,5022,1
3,148,3,0,8,5622,0
3,133,8,1,10,5439,1
6,250,4,0,10,1623,1
6,249,4,1,2,1326,1
5,259,5,0,8,1678,0
6,266,4,0,5,1639,1
6,244,4,1,6,1185,0
4,239,6,0,2,1879,0
4,270,5,0,1,1187,1
6,270,4,0,7,1079,0
6,257,4,1,1,1513,0
4,243,5,1,3,1634,1
4,271,4,0,6,5078,0
6,202,4,1,6,4249,0
3,265,3,1,3,5986,1
4,220,3,1,1,5159,1
4,274,2,0,1,4762,0
4,212,2,1,4,4969,0
4,244,3,2,3,4103,0
4,252,3,1,4,5782,0
5,158,2,0,4,5736,1
2,286,6,1,3,4497,1
3,164,3,2,8,5170,0
4,170,6,1,10,4891,0
4,269,2,1,2,4158,0
4,238,2,0,7,5808,1
4,198,7,1,9,4249,1
4,184,8,0,4,4686,0
5,265,3,0,8,5447,1
3,204,10,1,5,5375,0
5,233,7,1,8,5519,1
4,134,3,0,9,4214,1
3,153,3,1,6,4056,0
2,241,3,1,5,5697,1
4,187,3,0,8,4893,0
3,148,3,0,8,5267,1
3,133,8,1,8,5002,1
6,250,4,0,4,1018,0
6,249,4,1,3,1710,1
5,259,5,0,2,1730,0
6,266,4,0,9,1220,0
6,244,4,1,5,1108,1
4,239,6,0,4,1451,0
4,270,5,0,3,1786,1
6,282,4,0,6,1580,0
6,295,4,1,2,1981,0
6,255,4,0,5,1253,1
6,292,4,0,3,1826,1
6,244,4,0,1,1317,1
6,306,4,0,1,1210,0
6,258,4,0,3,1506,0
4,265,6,0,8,1391,1
5,227,5,0,7,1620,1
7,276,4,0,8,1560,1
6,244,4,1,7,1795,0
4,217,6,1,6,1552,0
2,211,3,0,8,1172,0
4,227,5,0,7,1354,1
5,249,4,1,1,1014,1
6,269,4,0,3,1006,0
6,278,4,1,6,1140,0
6,282,4,1,3,1385,0
6,300,4,1,7,1607,0
5,259,5,0,9,1624,0
6,295,4,1,6,1611,0
5,238,5,0,2,1657,0
5,270,5,1,7,1303,1
5,267,5,0,6,1119,1
4,270,5,1,9,1280,1
4,245,5,1,8,1923,0
6,262,4,0,10,1068,1
4,245,5,0,8,1122,1
6,268,4,0,7,1943,0
5,262,5,0,1,1488,1
6,283,5,1,10,1483,0
5,260,5,1,8,1001,0
7,258,4,0,4,1677,1
5,130,4,1,1,1877,0
6,262,5,0,9,1053,0
6,293,4,0,4,1764,1
7,255,5,1,10,1238,1
6,242,5,0,5,1555,0
6,264,4,1,6,1622,1
6,253,4,0,7,1485,0
5,271,5,0,4,1667,0
6,250,4,1,3,1777,1
4,266,5,2,5,1590,0
6,286,4,0,4,1594,0
5,275,5,0,9,1373,0
6,295,5,0,4,1392,0
5,269,6,1,8,1341,0
4,239,5,0,1,1780,1
6,271,4,1,8,1867,0
6,165,6,0,6,1529,1
7,302,5,1,5,1614,0
6,293,6,0,10,1919,1
4,202,3,0,3,5524,1
2,185,3,1,7,4246,0
4,210,2,1,8,5942,0
3,186,2,1,8,5924,0
3,163,3,0,7,5913,0
3,168,3,0,5,5964,0
4,199,3,0,8,4391,1
3,271,2,1,7,4958,0
3,164,3,0,4,4796,0
4,231,2,1,3,4696,0
3,196,2,0,10,4141,1
4,218,3,0,2,4949,0
5,267,4,0,5,4440,1
4,163,3,0,5,4440,0
4,224,4,1,5,4887,0
3,156,2,1,10,5107,1
5,175,6,0,2,4883,1
3,257,5,1,5,5365,0
4,259,3,0,3,4509,0
3,112,4,0,7,5716,1
4,145,4,1,2,5735,0
3,230,3,1,3,4957,0
3,188,4,0,6,5016,0
3,132,4,1,3,4512,0
4,239,4,2,2,5502,0
2,167,3,1,8,4605,0
3,133,3,1,7,4004,1
4,270,2,2,9,5080,1
4,229,2,1,7,5364,1
5,261,4,2,6,4852,0
2,192,3,0,9,4774,0
4,217,3,0,6,4848,1
4,246,2,0,6,4908,0
5,208,2,1,8,5321,0
5,148,3,0,5,5790,0
4,132,6,2,8,4902,1
4,249,3,0,6,5051,1
3,225,4,0,9,5468,1
5,279,4,1,3,4607,0
4,183,2,0,8,4921,0
4,215,2,2,6,5238,0
6,195,5,2,10,4225,0
4,156,2,1,5,4467,1
3,160,3,0,8,4106,0
5,153,5,1,10,5297,0
3,215,3,2,5,4670,1
4,163,3,0,7,4556,0
4,195,3,1,8,5198,0
4,170,2,0,3,4587,1
3,133,3,0,5,5937,0
5,171,6,1,5,5981,1
3,186,3,1,7,4764,0
4,246,3,2,5,5960,0
3,170,3,0,7,5427,1
2,189,2,0,9,5245,0
4,216,2,0,8,5767,1
4,264,3,0,10,5137,1
5,268,3,0,3,5320,1
4,225,2,1,10,4577,1
4,252,2,2,4,5233,1
3,204,3,0,8,4586,1
5,193,2,1,1,4450,0
5,220,3,0,9,5324,0
6,271,3,0,7,5192,1
2,227,4,1,6,4104,1
4,206,5,1,7,5941,1
4,142,3,1,3,4644,0
5,236,2,1,2,5210,0
5,275,2,1,10,5395,1
3,144,2,1,2,4629,1
4,194,3,1,3,5168,1
3,260,3,0,9,4591,1
3,240,3,1,8,4410,0
3,136,3,2,2,5739,0
3,132,2,1,1,4687,0
4,266,3,1,7,5121,0
4,263,3,2,5,4782,0
5,270,3,0,9,5807,1
3,208,5,0,10,4258,0
5,206,3,0,1,5520,0
3,159,3,0,3,5230,1
4,162,3,0,4,5913,1
3,177,2,1,4,4417,0
3,168,4,0,4,4096,1
3,267,4,1,4,4914,1
4,222,3,1,7,5844,0
3,234,3,0,10,4781,0
3,133,3,0,9,5724,0
4,207,3,0,10,4533,0
4,243,4,0,9,4811,0
5,161,3,0,1,4470,1
3,193,3,1,6,5302,0
4,234,4,1,9,5769,0
2,185,6,1,7,4138,1
4,242,2,1,5,4806,0
4,252,2,2,6,4147,1
4,179,3,0,3,5495,1
4,158,3,2,5,5602,0
3,226,3,0,8,4002,0
5,269,2,1,2,5962,0
3,148,3,0,7,5685,0
4,159,2,0,3,5704,0
3,273,4,1,4,5361,0
3,233,3,1,5,5306,0
4,182,3,1,2,4473,0
3,153,2,1,5,4023,1
4,210,2,1,5,5683,0
4,241,3,1,6,4558,0
3,220,3,0,8,5032,1
5,211,3,1,7,4856,0
3,151,3,0,1,4088,0
5,267,3,1,9,4775,1
4,250,2,1,4,4808,1
4,181,3,0,5,5398,1
5,197,4,2,4,4339,1
3,172,2,1,5,4647,0
4,219,3,0,3,5223,1
5,189,3,0,7,5717,0
5,225,3,0,8,4539,0
5,269,5,0,8,5833,1
5,157,3,1,7,4199,1
3,189,3,0,5,5422,0
3,226,2,1,6,4946,1
2,220,2,1,6,4382,1
6,275,6,0,4,4875,0
3,171,3,1,5,4310,1
4,235,3,0,4,5289,1
3,201,3,2,7,4887,1
5,269,3,0,5,5673,1
5,182,2,0,4,5579,0
5,266,5,0,9,4500,0
3,157,2,1,4,5991,0
4,258,4,2,1,5476,0
4,280,4,0,9,5288,1
4,154,3,0,7,4106,1
4,274,2,0,3,4257,0
4,180,2,1,1,4332,0
3,146,3,1,7,4126,0
3,236,3,1,1,5851,0
4,133,4,2,10,5296,0
5,173,4,2,9,4307,0
4,210,3,0,9,5556,0
3,238,2,1,1,4991,1
4,268,4,0,3,5275,0
3,175,3,1,8,5471,1
5,280,4,0,8,4539,1
4,153,2,0,1,4027,0
4,251,2,1,6,4376,0
4,252,3,1,8,4262,1
4,201,8,1,4,5472,1
5,216,4,1,8,5878,1
3,126,10,0,3,4073,1
3,177,4,0,3,4199,1
5,145,3,1,1,5783,1
5,258,2,0,10,5371,1
4,273,10,1,6,4251,1
4,245,3,0,5,4523,0
5,241,2,1,7,4413,0
4,208,3,0,6,5345,1
6,282,4,0,1,1193,1
6,295,4,1,1,1159,0
6,255,4,0,9,1113,0
6,292,4,0,8,1434,0
6,244,4,0,1,1130,1
6,306,4,0,8,1691,1
6,258,4,0,5,1966,1
4,265,6,0,2,1629,1
5,227,5,0,6,1667,0
7,276,4,0,9,1519,1
6,244,4,1,2,1980,0
4,217,6,1,3,1732,1
2,211,3,0,3,1368,0
4,227,5,0,8,1982,1
5,249,4,1,5,1027,1
6,269,4,0,6,1073,0
6,278,4,1,4,1716,0
6,282,4,1,4,1013,0
6,300,4,1,2,1790,1
3,146,3,1,4,5384,0
3,236,3,1,5,5466,0
4,133,4,2,7,5973,1
5,173,4,2,8,5284,1
4,210,3,0,9,4163,0
3,238,2,1,4,4206,0
4,268,4,0,5,5647,0
3,175,3,1,10,4771,1
5,280,4,0,10,5156,0
4,153,2,0,1,4492,0
4,251,2,1,8,5232,0
4,252,3,1,2,5769,0
4,201,8,1,9,5146,0
5,216,4,1,1,4092,1
3,126,10,0,10,4128,0
3,177,4,0,6,5037,1
5,145,3,1,2,4836,0
5,258,2,0,8,4200,0
4,273,10,1,8,4896,0
4,245,3,0,2,5835,1
5,241,2,1,6,4741,0
4,208,3,0,4,4530,1
6,282,4,0,1,1434,0
6,295,4,1,5,1963,1
6,255,4,0,7,1869,1
6,292,4,0,2,1565,0
6,244,4,0,5,1867,0
6,306,4,0,10,1372,1
6,258,4,0,5,1558,0
4,265,6,0,9,1753,1
5,227,5,0,3,1242,1
7,276,4,0,9,1022,1
6,244,4,1,1,1179,1
4,217,6,1,9,1974,0
2,211,3,0,6,1760,1
4,227,5,0,2,1804,1
5,249,4,1,2,1727,1
7,302,5,1,7,1503,1
6,293,6,0,7,1117,1
5,232,3,0,4,1716,1
6,279,4,0,7,1447,0
6,251,4,0,8,1038,0
6,300,5,0,1,1188,0
7,133,5,0,3,1544,1
6,283,4,0,2,1136,1
7,296,4,0,8,1686,1
6,261,4,1,8,1397,1
6,286,4,0,3,1747,1
6,298,4,0,1,1657,0
6,287,4,1,9,1936,1
6,251,4,1,9,1322,1
5,231,5,0,10,1418,0
5,249,5,1,6,1298,0
5,244,5,0,3,1174,0
7,264,4,1,6,1688,0
5,254,5,1,6,1002,0
4,264,6,0,6,1637,0
6,309,4,0,6,1463,1
5,298,4,0,8,1631,0
5,265,5,1,8,1867,0
6,246,4,1,4,1504,1
5,222,5,0,1,1672,0
7,250,4,0,2,1296,0
4,240,5,1,5,1301,0
4,246,6,0,10,1176,0
6,293,5,1,7,1052,0
6,253,4,1,1,1977,0
5,258,5,1,7,1819,0
6,258,4,0,2,1051,1
5,245,5,1,3,1851,0
7,307,4,1,2,1073,0
6,301,4,0,3,1958,0
6,252,4,0,2,1249,0
5,272,6,1,2,1681,1
5,221,5,0,2,1630,1
5,247,5,0,10,1699,1
7,260,4,0,3,1930,1
5,251,6,1,4,1077,0
5,227,5,1,9,1917,0
6,269,4,0,9,1826,0
6,161,4,0,10,1683,0
4,256,5,0,9,1622,1
5,303,5,1,9,1203,0
5,257,5,1,7,1565,1
7,310,4,1,8,1497,0
5,238,5,1,2,1150,1
6,191,6,1,2,4471,0
4,252,3,1,7,4852,0
5,228,3,1,8,4731,1
4,208,2,1,4,4767,1
3,176,3,0,1,5168,0
3,233,3,0,7,4874,0
5,104,4,0,2,5235,0
3,237,3,0,1,5980,0
2,252,3,1,7,5281,0
5,135,3,1,9,5173,0
5,137,2,0,8,5111,1
4,228,3,1,1,5129,1
4,236,4,1,1,5783,1
3,239,4,1,8,4537,0
2,199,3,0,1,4697,1
3,269,2,1,2,4177,0
2,226,3,0,5,5875,0
3,264,3,0,5,5043,0
5,264,3,1,10,4025,1
4,186,3,0,2,4437,1
3,154,3,2,2,4219,0
3,239,2,1,2,5757,1
3,139,2,0,7,4449,1
5,138,2,1,8,5885,1
3,286,4,1,4,5106,0
4,275,5,0,2,4622,1
4,195,2,0,2,4008,1
3,267,3,2,8,5337,1
4,223,3,1,7,5935,0
4,198,2,0,6,5520,0
6,250,2,0,7,4724,0
3,237,4,0,8,5761,0
5,193,3,1,4,5873,0
5,216,4,1,9,5804,0
3,253,2,1,2,4567,0
3,132,3,0,2,4785,0
5,140,4,0,3,4018,0
2,114,4,0,9,4452,1
3,238,6,1,8,5620,0
3,210,2,0,9,5932,0
4,272,4,1,4,4363,1
4,184,3,1,9,5594,0
4,168,2,0,3,4665,1
4,231,5,0,7,4718,0
4,143,2,1,5,4057,0
4,182,3,1,9,5735,0
2,221,3,0,3,4076,0
6,225,6,0,8,5714,1
3,227,3,2,9,4892,1
3,266,3,0,5,5154,0
4,247,4,2,9,4588,1
3,154,3,1,1,5322,1
5,179,3,0,3,4131,0
3,249,2,1,9,4034,1
3,156,4,0,5,4661,1
3,206,3,0,6,4620,1
4,245,3,1,5,4173,0
4,197,2,0,3,4379,1
3,188,4,1,5,5216,1
3,237,2,0,2,4263,1
4,174,2,1,2,5892,0
5,266,3,0,4,4969,1
3,151,3,0,7,4611,0
4,271,2,1,9,4967,1
4,214,2,0,10,4447,0
6,261,5,0,1,5442,0
3,166,2,2,6,5905,1
3,269,2,0,8,5294,1
3,167,3,1,5,5995,1
4,200,2,1,5,5249,0
4,159,3,0,1,4194,1
4,197,2,0,1,4977,0
4,219,2,2,4,4069,1
3,239,3,0,10,4486,0
3,146,2,1,8,5375,0
5,173,2,0,4,4242,1
4,220,3,0,6,4894,1
3,185,3,1,5,4317,1
4,170,2,1,5,4996,1
4,250,3,2,4,5272,1
3,145,3,0,7,4079,1
3,211,4,2,1,5831,1
5,249,3,0,1,4274,0
3,237,2,1,8,5516,0
4,144,2,1,8,5478,0
4,171,3,0,6,4343,1
3,203,3,1,4,4965,0
5,137,4,2,1,4042,0
4,212,3,1,3,5427,1
3,209,3,2,2,4036,1
3,223,3,0,7,5336,1
3,164,2,1,7,4150,0
3,220,3,2,6,5269,1
3,216,3,1,3,5651,0
3,215,2,1,7,5988,1
4,146,3,0,4,5659,0
5,168,2,0,10,5225,1
4,218,6,1,8,5101,1
4,143,4,1,2,4919,0
3,233,3,1,7,5331,0
4,195,3,0,2,4418,0
4,206,2,1,5,4635,0
4,181,3,1,1,5310,0
4,150,4,0,1,5922,1
3,258,4,0,3,4212,1
4,149,4,1,1,4678,0
5,163,3,0,4,4200,0
3,259,2,2,8,4481,0
5,187,2,0,7,4792,0
3,172,3,1,1,5024,1
3,139,2,0,2,5839,0
5,203,3,0,2,4162,1
3,150,4,1,1,4662,0
3,201,6,1,10,5077,1
3,194,2,1,7,5553,0
3,159,3,2,4,4756,1
4,238,2,1,9,4937,0
3,189,2,0,8,4567,0
2,173,2,2,1,4135,1
4,171,4,1,2,5082,0
5,154,2,0,3,5440,1
4,173,3,0,4,4634,0
3,186,6,0,8,4134,0
4,224,3,0,9,5546,1
4,186,3,1,9,5131,1
4,196,3,0,5,5514,0
2,149,3,0,4,4819,1
4,224,2,1,8,5961,1
3,154,2,0,10,5594,1
3,170,4,0,3,4049,0
3,150,2,0,6,5987,0
5,240,3,0,7,4744,1
3,139,2,1,4,5958,1
3,251,3,1,2,5972,0
4,237,3,1,4,4747,1
3,227,3,0,4,4450,0
5,131,5,0,1,5299,1
5,161,3,0,8,5804,1
3,195,3,1,9,4224,0
2,266,2,0,1,5356,0
3,198,2,0,9,4250,1
4,200,4,0,10,4291,1
6,196,4,1,2,5844,0
2,285,5,0,4,5759,0
4,265,2,0,2,5649,0
3,131,5,0,8,5084,0
5,216,3,1,2,5404,1
4,253,4,0,1,5621,0
5,230,4,1,4,5278,1
4,173,4,1,1,4684,0
3,206,2,0,4,4080,0
5,189,5,0,7,4869,0
3,270,3,2,1,4078,1
4,266,3,0,3,5531,1
3,270,3,1,7,5477,1
3,216,8,1,8,4616,0
3,147,8,1,6,4575,0
3,270,6,1,10,4725,1
3,261,8,0,3,5171,0
3,261,8,1,3,4007,1
4,177,6,0,3,4392,1
4,142,10,2,7,4624,0
5,222,3,1,10,4663,0
4,186,7,1,9,5418,0
3,177,3,1,8,5006,1
4,251,4,0,3,4433,0
3,240,7,1,9,5525,1
3,260,4,1,10,5425,0
4,206,7,2,3,4991,0
4,242,2,0,3,4811,1
3,194,3,0,1,5566,0
5,232,3,0,10,1014,1
6,279,4,0,10,1990,1
6,251,4,0,10,1568,1
6,300,5,0,10,1787,0
7,133,5,0,4,1783,1
6,283,4,0,8,1404,0
7,296,4,0,8,1717,1
6,261,4,1,8,1891,0
6,286,4,0,3,1959,0
6,298,4,0,1,1735,1
6,287,4,1,1,1581,0
6,251,4,1,3,1660,0
5,231,5,0,4,1913,1
5,249,5,1,10,1561,0
5,244,5,0,10,1699,0
7,264,4,1,9,1829,1
5,254,5,1,10,1020,0
4,264,6,0,6,1758,0
6,309,4,0,9,1771,1
5,298,4,0,4,1853,0
5,265,5,1,1,1568,0
6,246,4,1,7,1071,0
5,222,5,0,5,1329,0
7,250,4,0,1,1690,1
4,240,5,1,7,1711,1
4,246,6,0,6,1335,1
6,293,5,1,4,1281,0
5,189,5,0,3,5254,1
3,270,3,2,7,4459,1
4,266,3,0,10,5221,0
3,270,3,1,9,5873,1
3,216,8,1,4,5329,1
3,147,8,1,7,5822,0
3,270,6,1,9,4195,0
3,261,8,0,10,4145,0
3,261,8,1,9,5248,1
4,177,6,0,6,5451,1
4,142,10,2,9,4280,1
5,222,3,1,10,4597,0
4,186,7,1,1,4357,0
3,177,3,1,10,5374,1
4,251,4,0,1,4252,0
3,240,7,1,3,4385,0
3,260,4,1,8,4162,1
4,206,7,2,7,5479,1
4,242,2,0,4,5341,0
3,194,3,0,3,5779,1
5,232,3,0,1,1187,1
6,279,4,0,1,1246,1
6,251,4,0,1,1230,1
6,300,5,0,3,1696,0
7,133,5,0,7,1239,1
6,283,4,0,10,1512,0
7,296,4,0,2,1823,1
6,261,4,1,8,1524,0
6,286,4,0,5,1750,1
6,298,4,0,3,1520,0
6,287,4,1,8,1850,1
6,251,4,1,6,1864,0
5,231,5,0,10,1247,0
5,249,5,1,1,1654,1
5,244,5,0,5,1787,0
7,264,4,1,3,1296,0
5,254,5,1,7,1545,0
4,264,6,0,7,1007,0
6,309,4,0,6,1335,0
5,298,4,0,4,1551,0
5,265,5,1,6,1929,0
6,246,4,1,7,1297,1
5,222,5,0,4,1311,0
7,250,4,0,9,1890,1
6,269,4,0,2,1243,0
6,161,4,0,9,1377,0
4,256,5,0,5,1533,1
5,303,5,1,4,1009,0
5,257,5,1,3,1953,0
5,259,5,0,3,1724,1
4,249,6,0,1,1398,1
6,289,4,2,3,1116,0
6,308,5,1,6,1118,0
6,297,4,1,2,1520,1
4,255,5,0,1,1353,1
6,266,4,0,9,1253,1
